"column","threshold","n","accuracy","sensitivity","specificity","precision","f1","mcc","auc"
"MetaRNN_rankscore",0.6,8709,0.941095418532553,0.901636151149201,0.997762237762238,0.998274746603407,0.947497697267424,0.886738628707802,0.98846611510811
"REVEL_rankscore",0.6,8443,0.905839156697856,0.965614317313493,0.820172910662824,0.884998157021747,0.923550341378979,0.806773050926884,0.972522109303785
"DEOGEN2_rankscore",0.6,8387,0.872063908429713,0.929305135951662,0.789012273524255,0.864692653673163,0.8958353557907,0.733815713196073,0.950986714129238
"MutScore_rankscore",0.6,8753,0.870901405232492,0.904835890464168,0.822419533851276,0.879222494810342,0.891845329249617,0.732289285602864,0.94230537097707
"MutPred2_rankscore",0.6,8728,0.846471127406049,0.851592851592852,0.839106145251397,0.883870967741936,0.867431737237831,0.68588818585895,0.917091005673408
"AlphaMissense_rankscore",0.6,8731,0.835414041919597,0.803307392996109,0.881370091896408,0.906476399560922,0.851779267663744,0.674451730107165,0.912072984016461
"CADD_raw_rankscore",0.6,8784,0.792918943533698,0.763106796116505,0.835167859108421,0.867741223228086,0.812067362330819,0.589584067061327,0.87532543240485
"PrimateAI_rankscore",0.6,8623,0.696509335498086,0.573575331772053,0.876536153186625,0.871848116285969,0.691936433195998,0.452954826063879,0.839360983923365
"SIFT_converted_rankscore",0.6,8315,0.756704750450992,0.741732602962061,0.778499704666273,0.829777576032683,0.783288698446706,0.51211220190426,0.819592975119706
"SIFT4G_converted_rankscore",0.6,8410,0.73769322235434,0.722479372107064,0.759662888695147,0.812768847634141,0.764969102919241,0.474721258115716,0.798169253849309
