"column","threshold","n","accuracy","sensitivity","specificity","precision","f1","mcc","auc"
"MetaRNN_rankscore",0.5,11880,0.751851851851852,0.740031897926635,0.758777199305834,0.642532146389713,0.687844133841593,0.486939658281913,0.843062848806583
"REVEL_rankscore",0.8,11576,0.752850725639254,0.553132250580046,0.871318469584366,0.718288641156975,0.624983615152707,0.453731403062776,0.788812209298241
"MutScore_rankscore",0.8,11902,0.738699378255755,0.522113858017691,0.866141732283465,0.696520423600605,0.596836919885922,0.418655150105246,0.762296007913881
"AlphaMissense_rankscore",0.7,11832,0.736223799864773,0.528030993618961,0.858946802794197,0.688149688149688,0.597549967762734,0.414273830077891,0.764006511456921
"DEOGEN2_rankscore",0.8,11503,0.723811179692254,0.553655107778819,0.82418797512094,0.650068775790922,0.598000759205365,0.392607476741931,0.7616504981706
"CADD_raw_rankscore",0.6,11974,0.702438617003508,0.661615019226419,0.726333907056799,0.5859375,0.621480930627855,0.379723384788777,0.753286277088339
"MutPred2_rankscore",0.7,11891,0.711041964510975,0.549104105239283,0.806468858593959,0.625743086068752,0.584923894660546,0.366578457474236,0.739810928400991
"PrimateAI_rankscore",0.6,11500,0.695217391304348,0.570117053018132,0.77152456950861,0.603498542274053,0.586333057948779,0.345717491976288,0.728304249613883
"SIFT_converted_rankscore",0.6,11449,0.678312516376976,0.577211043518952,0.738536585365854,0.568040524982731,0.572589068121156,0.314746415805845,0.703438814059242
"SIFT4G_converted_rankscore",0.6,11387,0.665759199086678,0.572737955346651,0.721256309590578,0.550734463276836,0.561520737327189,0.291790172671819,0.691426486473306
