"column","threshold","n","accuracy","sensitivity","specificity","precision","f1","mcc","auc"
"SIFT_converted_rankscore",0.4,37881,0.796652675483752,0.861281170673436,0.723664980326026,0.778757875787579,0.817943324430999,0.59282002644337,0.878779409224845
"SIFT_converted_rankscore",0.5,37881,0.805575354399303,0.80468866656712,0.806576728499157,0.824510403916769,0.814478954129827,0.610515908241661,0.878779409224845
"SIFT_converted_rankscore",0.6,37881,0.799952482775006,0.739037379921358,0.868746486790332,0.864109876040272,0.796694747008639,0.609290255337312,0.878779409224845
"SIFT_converted_rankscore",0.7,37881,0.774847548903144,0.645562689761585,0.920854412591343,0.90207261093337,0.752560271548348,0.582524530979969,0.878779409224845
"SIFT_converted_rankscore",0.8,37881,0.68514558749769,0.441789856154497,0.959977515458122,0.925740508969545,0.598133360288419,0.461168783526596,0.878779409224845
"SIFT_converted_rankscore",0.9,37881,0.68514558749769,0.441789856154497,0.959977515458122,0.925740508969545,0.598133360288419,0.461168783526596,0.878779409224845
"SIFT4G_converted_rankscore",0.4,38122,0.780284350243954,0.862551277615776,0.687237967466041,0.757235214995444,0.806469500924215,0.56115592325,0.858466112231985
"SIFT4G_converted_rankscore",0.5,38122,0.789360474266828,0.80334107645925,0.773547990385153,0.800492489534597,0.801914253293206,0.577027743056061,0.858466112231985
"SIFT4G_converted_rankscore",0.6,38122,0.781464770998374,0.72732664459052,0.842696629213483,0.839475185396463,0.779387230887376,0.570788925181586,0.858466112231985
"SIFT4G_converted_rankscore",0.7,38122,0.757961282199255,0.630900014827262,0.901671418189949,0.878890112916552,0.734528296458267,0.547293539509837,0.858466112231985
"SIFT4G_converted_rankscore",0.8,38122,0.682991448507424,0.450946473582761,0.94544133266253,0.903366336633663,0.601589028450862,0.448263324503014,0.858466112231985
"SIFT4G_converted_rankscore",0.9,38122,0.619615969781229,0.321652745514753,0.956621387444799,0.893465129049973,0.473016680597449,0.353238425613271,0.858466112231985
"MetaRNN_rankscore",0.4,39600,0.949722222222222,0.934856378148449,0.966375756277775,0.968892411333465,0.951570139378755,0.899954216640604,0.98960414750776
"MetaRNN_rankscore",0.5,39600,0.946161616161616,0.921187210247096,0.974139315735932,0.975552968568102,0.947590953785644,0.893887413952632,0.98960414750776
"MetaRNN_rankscore",0.6,39600,0.940252525252525,0.902881995889691,0.982117042351555,0.982626788036411,0.94106804822158,0.883947257467373,0.98960414750776
"MetaRNN_rankscore",0.7,39600,0.926767676767677,0.871576733737992,0.988595598864914,0.988454658789094,0.926343594432592,0.860793815837129,0.98960414750776
"MetaRNN_rankscore",0.8,39600,0.904772727272727,0.825407446350906,0.993682068854741,0.993213710605015,0.90156874004855,0.823907119207008,0.98960414750776
"MetaRNN_rankscore",0.9,39600,0.855580808080808,0.72771591072026,0.998822080633935,0.998557187827912,0.841889911807802,0.745332581858064,0.98960414750776
"REVEL_rankscore",0.4,38476,0.866592161347333,0.986424003935071,0.7323377052794,0.805025892176147,0.886540969474592,0.750997680119398,0.983194080977006
"REVEL_rankscore",0.5,38476,0.908124545171016,0.977717658632563,0.830155406150116,0.865760703863409,0.918339531982721,0.822094811230123,0.983194080977006
"REVEL_rankscore",0.6,38476,0.932269466680528,0.960895228726021,0.900198390829935,0.915159748899091,0.937470006718495,0.864913308749947,0.983194080977006
