"column","threshold","n","accuracy","sensitivity","specificity","precision","f1","mcc","auc"
"MetaRNN_rankscore",0.6,39600,0.940252525252525,0.902881995889691,0.982117042351555,0.982626788036411,0.94106804822158,0.883947257467373,0.98960414750776
"REVEL_rankscore",0.6,38476,0.932269466680528,0.960895228726021,0.900198390829935,0.915159748899091,0.937470006718495,0.864913308749947,0.983194080977006
"DEOGEN2_rankscore",0.6,38421,0.893599854246376,0.935962051586125,0.846449980751251,0.871537682893163,0.90260173448966,0.788121402380876,0.966529982152603
"MutScore_rankscore",0.6,39763,0.895002892135905,0.900752452614535,0.888569144684253,0.900452273268269,0.900602337928243,0.789337302970329,0.955800637453018
"MutPred2_rankscore",0.6,39779,0.864576786746776,0.839004425831628,0.893211126505382,0.89793215850056,0.867468693876547,0.73110677118914,0.936065506846426
"AlphaMissense_rankscore",0.6,39738,0.857718053248779,0.795765581040484,0.926946235413225,0.924082175092752,0.855137074045606,0.72461226540237,0.932787777731723
"CADD_raw_rankscore",0.6,39938,0.827006860633983,0.759819305753685,0.901734715464354,0.895834501317486,0.822239946484164,0.664417217857103,0.912004554727091
"PrimateAI_rankscore",0.6,39177,0.756285575720448,0.607768943385382,0.925733646647358,0.903260250569476,0.726622000801695,0.555008717871625,0.881939255031355
"SIFT_converted_rankscore",0.6,37881,0.799952482775006,0.739037379921358,0.868746486790332,0.864109876040272,0.796694747008639,0.609290255337312,0.878779409224845
"SIFT4G_converted_rankscore",0.6,38122,0.781464770998374,0.72732664459052,0.842696629213483,0.839475185396463,0.779387230887376,0.570788925181586,0.858466112231985
